Comunidades autónomas;Tipología penal;Sexo;periodo;Total
BALEARS (ILLES);5.6.-Daños;Masculino;2019;142
BALEARS (ILLES);5.6.-Daños;Masculino;2018;133
BALEARS (ILLES);5.6.-Daños;Masculino;2017;166
BALEARS (ILLES);5.6.-Daños;Masculino;2016;166
BALEARS (ILLES);5.6.-Daños;Masculino;2015;85
BALEARS (ILLES);5.6.-Daños;Masculino;2014;177
BALEARS (ILLES);5.6.-Daños;Masculino;2013;177
BALEARS (ILLES);5.6.-Daños;Masculino;2012;167
BALEARS (ILLES);5.6.-Daños;Masculino;2011;166
BALEARS (ILLES);5.6.-Daños;Masculino;2010;110
BALEARS (ILLES);5.6.-Daños;Femenino;2023;12
BALEARS (ILLES);5.6.-Daños;Femenino;2022;11
BALEARS (ILLES);5.6.-Daños;Femenino;2021;17
BALEARS (ILLES);5.6.-Daños;Femenino;2020;5
BALEARS (ILLES);5.6.-Daños;Femenino;2019;14
BALEARS (ILLES);5.6.-Daños;Femenino;2018;16
BALEARS (ILLES);5.6.-Daños;Femenino;2017;19
BALEARS (ILLES);5.6.-Daños;Femenino;2016;14
BALEARS (ILLES);5.6.-Daños;Femenino;2015;15
BALEARS (ILLES);5.6.-Daños;Femenino;2014;17
BALEARS (ILLES);5.6.-Daños;Femenino;2013;27
BALEARS (ILLES);5.6.-Daños;Femenino;2012;16
BALEARS (ILLES);5.6.-Daños;Femenino;2011;19
BALEARS (ILLES);5.6.-Daños;Femenino;2010;8
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2023;139
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2022;116
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2021;104
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2020;73
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2019;156
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2018;149
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2017;185
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2016;180
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2015;100
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2014;194
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2013;204
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2012;183
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2011;185
BALEARS (ILLES);5.6.-Daños;Ambos sexos;2010;118
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2023;53
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2022;43
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2021;36
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2020;9
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2019;82
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2018;58
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2017;39
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2016;60
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2015;44
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2014;74
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2013;73
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2012;41
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2011;40
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Masculino;2010;80
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2023;5
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2022;8
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2021;9
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2020;2
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2019;14
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2018;10
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2017;16
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2016;16
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2015;14
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2014;13
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2013;4
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2012;7
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2011;2
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Femenino;2010;4
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2023;58
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2022;51
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2021;45
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2020;11
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2019;96
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2018;68
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2017;55
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2016;76
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2015;58
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2014;87
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2013;77
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2012;48
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2011;42
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2010;84
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2023;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2022;5
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2021;11
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2020;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2019;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2018;1
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2017;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2016;6
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2015;1
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2014;2
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2013;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2012;1
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2011;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Masculino;2010;1
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2023;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2022;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2021;4
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2020;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2019;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2018;1
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2017;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2016;2
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2015;2
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2014;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2013;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2012;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2011;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Femenino;2010;2
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2023;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2022;5
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2021;15
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2020;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2019;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2018;2
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2017;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2016;8
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2015;3
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2014;2
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2013;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2012;1
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2011;0
BALEARS (ILLES);5.8.-Blanqueo de capitales;Ambos sexos;2010;3
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2023;136
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2022;92
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2021;102
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2020;74
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2019;100
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2018;92
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2017;66
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2016;73
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2015;79
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2014;135
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2013;128
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2012;104
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2011;101
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Masculino;2010;61
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2023;20
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2022;26
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2021;20
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2020;14
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2019;23
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2018;20
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2017;17
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2016;19
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2015;23
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2014;34
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2013;34
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2012;37
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2011;23
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Femenino;2010;6
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2023;156
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2022;118
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2021;122
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2020;88
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2019;123
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2018;112
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2017;83
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2016;92
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2015;102
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2014;169
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2013;162
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2012;141
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2011;124
BALEARS (ILLES);5.9.-Otros contra el patrimonio;Ambos sexos;2010;67
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2023;1.212
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2022;968
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2021;647
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2020;675
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2019;1.144
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2018;1.003
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2017;922
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2016;823
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2015;825
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2014;1.034
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2013;1.183
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2012;1.032
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2011;942
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Masculino;2010;593
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2023;114
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2022;120
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2021;82
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2020;103
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2019;140
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2018;122
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2017;118
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2016;110
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2015;111
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2014;147
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2013;165
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2012;130
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2011;159
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Femenino;2010;75
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2023;1.326
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2022;1.088
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2021;729
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2020;778
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2019;1.284
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2018;1.125
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2017;1.040
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2016;933
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2015;936
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2014;1.181
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2013;1.348
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2012;1.162
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2011;1.101
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;Ambos sexos;2010;668
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2023;535
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2022;418
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2021;197
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2020;178
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2019;489
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2018;349
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2017;359
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2016;335
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2015;285
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2014;421
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2013;416
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2012;298
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2011;343
BALEARS (ILLES);6.1.-Tráfico de drogas;Masculino;2010;228
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2023;26
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2022;44
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2021;22
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2020;24
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2019;25
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2018;23
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2017;28
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2016;29
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2015;25
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2014;38
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2013;57
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2012;24
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2011;85
BALEARS (ILLES);6.1.-Tráfico de drogas;Femenino;2010;37
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2023;561
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2022;462
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2021;219
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2020;202
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2019;514
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2018;372
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2017;387
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2016;364
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2015;310
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2014;459
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2013;473
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2012;322
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2011;428
BALEARS (ILLES);6.1.-Tráfico de drogas;Ambos sexos;2010;265
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2023;567
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2022;476
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2021;432
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2020;481
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2019;583
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2018;556
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2017;520
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2016;458
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2015;509
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2014;564
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2013;741
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2012;708
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2011;553
BALEARS (ILLES);6.2.-Contra la seguridad vial;Masculino;2010;337
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2023;87
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2022;76
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2021;58
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2020;78
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2019;111
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2018;95
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2017;87
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2016;73
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2015;83
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2014;102
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2013;106
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2012;102
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2011;65
BALEARS (ILLES);6.2.-Contra la seguridad vial;Femenino;2010;32
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2023;654
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2022;552
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2021;490
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2020;559
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2019;694
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2018;651
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2017;607
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2016;531
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2015;592
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2014;666
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2013;847
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2012;810
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2011;618
BALEARS (ILLES);6.2.-Contra la seguridad vial;Ambos sexos;2010;369
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2023;110
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2022;74
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2021;18
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2020;16
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2019;72
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2018;98
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2017;43
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2016;30
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2015;31
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2014;49
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2013;26
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2012;26
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2011;46
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Masculino;2010;28
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2023;1
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2022;0
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2021;2
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2020;1
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2019;4
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2018;4
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2017;3
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2016;8
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2015;3
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2014;7
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2013;2
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2012;4
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2011;9
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Femenino;2010;6
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;Ambos sexos;2023;111
