nacionalidad,grupo_quinquenal_de_edad,sexo,periodo,total
Argelia,De 0 a 4 años,Hombres,1 de julio de 2012,3.601
Argelia,De 0 a 4 años,Hombres,1 de abril de 2012,
Argelia,De 0 a 4 años,Hombres,1 de enero de 2012,3.645
Argelia,De 0 a 4 años,Hombres,1 de octubre de 2011,
Argelia,De 0 a 4 años,Hombres,1 de julio de 2011,3.624
Argelia,De 0 a 4 años,Hombres,1 de abril de 2011,
Argelia,De 0 a 4 años,Hombres,1 de enero de 2011,3.643
Argelia,De 0 a 4 años,Hombres,1 de octubre de 2010,
Argelia,De 0 a 4 años,Hombres,1 de julio de 2010,3.522
Argelia,De 0 a 4 años,Hombres,1 de abril de 2010,
Argelia,De 0 a 4 años,Hombres,1 de enero de 2010,3.408
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2023,1.797
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2023,1.773
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2023,1.788
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2023,1.791
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2022,1.793
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2022,1.803
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2022,1.815
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2022,1.818
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2021,1.836
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2021,1.898
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2021,1.968
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2021,2.065
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2020,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2020,2.174
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2020,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2020,2.281
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2019,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2019,2.283
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2019,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2019,2.260
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2018,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2018,2.228
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2018,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2018,2.289
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2017,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2017,2.244
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2017,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2017,2.263
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2016,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2016,2.261
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2016,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2016,2.347
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2015,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2015,2.342
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2015,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2015,2.440
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2014,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2014,2.643
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2014,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2014,2.811
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2013,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2013,2.947
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2013,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2013,3.141
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2012,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2012,3.206
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2012,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2012,3.268
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2011,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2011,3.312
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2011,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2011,3.354
Argelia,De 0 a 4 años,Mujeres,1 de octubre de 2010,
Argelia,De 0 a 4 años,Mujeres,1 de julio de 2010,3.264
Argelia,De 0 a 4 años,Mujeres,1 de abril de 2010,
Argelia,De 0 a 4 años,Mujeres,1 de enero de 2010,3.151
Argelia,De 5 a 9 años,Total,1 de octubre de 2023,4.258
Argelia,De 5 a 9 años,Total,1 de julio de 2023,4.118
Argelia,De 5 a 9 años,Total,1 de abril de 2023,4.157
Argelia,De 5 a 9 años,Total,1 de enero de 2023,4.206
Argelia,De 5 a 9 años,Total,1 de octubre de 2022,4.214
Argelia,De 5 a 9 años,Total,1 de julio de 2022,4.080
Argelia,De 5 a 9 años,Total,1 de abril de 2022,4.152
Argelia,De 5 a 9 años,Total,1 de enero de 2022,4.236
Argelia,De 5 a 9 años,Total,1 de octubre de 2021,4.338
Argelia,De 5 a 9 años,Total,1 de julio de 2021,4.315
Argelia,De 5 a 9 años,Total,1 de abril de 2021,4.409
Argelia,De 5 a 9 años,Total,1 de enero de 2021,4.525
Argelia,De 5 a 9 años,Total,1 de octubre de 2020,
Argelia,De 5 a 9 años,Total,1 de julio de 2020,4.677
Argelia,De 5 a 9 años,Total,1 de abril de 2020,
Argelia,De 5 a 9 años,Total,1 de enero de 2020,4.722
Argelia,De 5 a 9 años,Total,1 de octubre de 2019,
Argelia,De 5 a 9 años,Total,1 de julio de 2019,4.698
Argelia,De 5 a 9 años,Total,1 de abril de 2019,
Argelia,De 5 a 9 años,Total,1 de enero de 2019,4.724
Argelia,De 5 a 9 años,Total,1 de octubre de 2018,
Argelia,De 5 a 9 años,Total,1 de julio de 2018,4.783
Argelia,De 5 a 9 años,Total,1 de abril de 2018,
Argelia,De 5 a 9 años,Total,1 de enero de 2018,4.855
Argelia,De 5 a 9 años,Total,1 de octubre de 2017,
Argelia,De 5 a 9 años,Total,1 de julio de 2017,4.806
Argelia,De 5 a 9 años,Total,1 de abril de 2017,
Argelia,De 5 a 9 años,Total,1 de enero de 2017,4.941
Argelia,De 5 a 9 años,Total,1 de octubre de 2016,
Argelia,De 5 a 9 años,Total,1 de julio de 2016,4.968
Argelia,De 5 a 9 años,Total,1 de abril de 2016,
Argelia,De 5 a 9 años,Total,1 de enero de 2016,5.270
Argelia,De 5 a 9 años,Total,1 de octubre de 2015,
Argelia,De 5 a 9 años,Total,1 de julio de 2015,5.189
Argelia,De 5 a 9 años,Total,1 de abril de 2015,
Argelia,De 5 a 9 años,Total,1 de enero de 2015,5.195
Argelia,De 5 a 9 años,Total,1 de octubre de 2014,
Argelia,De 5 a 9 años,Total,1 de julio de 2014,5.100
Argelia,De 5 a 9 años,Total,1 de abril de 2014,
Argelia,De 5 a 9 años,Total,1 de enero de 2014,5.046
Argelia,De 5 a 9 años,Total,1 de octubre de 2013,
Argelia,De 5 a 9 años,Total,1 de julio de 2013,4.920
Argelia,De 5 a 9 años,Total,1 de abril de 2013,
Argelia,De 5 a 9 años,Total,1 de enero de 2013,4.765
Argelia,De 5 a 9 años,Total,1 de octubre de 2012,
Argelia,De 5 a 9 años,Total,1 de julio de 2012,4.497
Argelia,De 5 a 9 años,Total,1 de abril de 2012,
Argelia,De 5 a 9 años,Total,1 de enero de 2012,4.232
Argelia,De 5 a 9 años,Total,1 de octubre de 2011,
Argelia,De 5 a 9 años,Total,1 de julio de 2011,3.949
Argelia,De 5 a 9 años,Total,1 de abril de 2011,
Argelia,De 5 a 9 años,Total,1 de enero de 2011,3.674
Argelia,De 5 a 9 años,Total,1 de octubre de 2010,
Argelia,De 5 a 9 años,Total,1 de julio de 2010,3.473
Argelia,De 5 a 9 años,Total,1 de abril de 2010,
Argelia,De 5 a 9 años,Total,1 de enero de 2010,3.284
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2023,2.186
Argelia,De 5 a 9 años,Hombres,1 de julio de 2023,2.103
Argelia,De 5 a 9 años,Hombres,1 de abril de 2023,2.109
Argelia,De 5 a 9 años,Hombres,1 de enero de 2023,2.125
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2022,2.137
Argelia,De 5 a 9 años,Hombres,1 de julio de 2022,2.075
Argelia,De 5 a 9 años,Hombres,1 de abril de 2022,2.106
Argelia,De 5 a 9 años,Hombres,1 de enero de 2022,2.162
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2021,2.204
Argelia,De 5 a 9 años,Hombres,1 de julio de 2021,2.208
Argelia,De 5 a 9 años,Hombres,1 de abril de 2021,2.254
Argelia,De 5 a 9 años,Hombres,1 de enero de 2021,2.331
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2020,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2020,2.431
Argelia,De 5 a 9 años,Hombres,1 de abril de 2020,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2020,2.473
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2019,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2019,2.471
Argelia,De 5 a 9 años,Hombres,1 de abril de 2019,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2019,2.490
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2018,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2018,2.514
Argelia,De 5 a 9 años,Hombres,1 de abril de 2018,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2018,2.548
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2017,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2017,2.540
Argelia,De 5 a 9 años,Hombres,1 de abril de 2017,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2017,2.605
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2016,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2016,2.595
Argelia,De 5 a 9 años,Hombres,1 de abril de 2016,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2016,2.737
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2015,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2015,2.679
Argelia,De 5 a 9 años,Hombres,1 de abril de 2015,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2015,2.675
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2014,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2014,2.605
Argelia,De 5 a 9 años,Hombres,1 de abril de 2014,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2014,2.574
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2013,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2013,2.511
Argelia,De 5 a 9 años,Hombres,1 de abril de 2013,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2013,2.431
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2012,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2012,2.297
Argelia,De 5 a 9 años,Hombres,1 de abril de 2012,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2012,2.147
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2011,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2011,2.010
Argelia,De 5 a 9 años,Hombres,1 de abril de 2011,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2011,1.872
Argelia,De 5 a 9 años,Hombres,1 de octubre de 2010,
Argelia,De 5 a 9 años,Hombres,1 de julio de 2010,1.753
Argelia,De 5 a 9 años,Hombres,1 de abril de 2010,
Argelia,De 5 a 9 años,Hombres,1 de enero de 2010,1.648
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2023,2.072
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2023,2.015
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2023,2.048
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2023,2.081
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2022,2.077
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2022,2.005
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2022,2.046
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2022,2.074
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2021,2.134
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2021,2.107
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2021,2.155
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2021,2.194
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2020,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2020,2.246
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2020,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2020,2.249
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2019,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2019,2.227
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2019,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2019,2.234
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2018,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2018,2.269
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2018,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2018,2.307
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2017,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2017,2.266
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2017,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2017,2.336
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2016,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2016,2.373
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2016,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2016,2.533
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2015,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2015,2.510
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2015,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2015,2.520
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2014,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2014,2.495
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2014,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2014,2.472
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2013,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2013,2.409
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2013,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2013,2.334
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2012,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2012,2.200
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2012,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2012,2.085
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2011,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2011,1.939
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2011,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2011,1.802
Argelia,De 5 a 9 años,Mujeres,1 de octubre de 2010,
Argelia,De 5 a 9 años,Mujeres,1 de julio de 2010,1.720
Argelia,De 5 a 9 años,Mujeres,1 de abril de 2010,
Argelia,De 5 a 9 años,Mujeres,1 de enero de 2010,1.636
Argelia,De 10 a 14 años,Total,1 de octubre de 2023,4.400
Argelia,De 10 a 14 años,Total,1 de julio de 2023,4.231
Argelia,De 10 a 14 años,Total,1 de abril de 2023,4.263
Argelia,De 10 a 14 años,Total,1 de enero de 2023,4.282
Argelia,De 10 a 14 años,Total,1 de octubre de 2022,4.282
Argelia,De 10 a 14 años,Total,1 de julio de 2022,4.116
Argelia,De 10 a 14 años,Total,1 de abril de 2022,4.116
Argelia,De 10 a 14 años,Total,1 de enero de 2022,4.148
Argelia,De 10 a 14 años,Total,1 de octubre de 2021,4.094
Argelia,De 10 a 14 años,Total,1 de julio de 2021,4.085
Argelia,De 10 a 14 años,Total,1 de abril de 2021,4.141
Argelia,De 10 a 14 años,Total,1 de enero de 2021,4.209
Argelia,De 10 a 14 años,Total,1 de octubre de 2020,
Argelia,De 10 a 14 años,Total,1 de julio de 2020,4.269
Argelia,De 10 a 14 años,Total,1 de abril de 2020,
Argelia,De 10 a 14 años,Total,1 de enero de 2020,4.217
Argelia,De 10 a 14 años,Total,1 de octubre de 2019,
Argelia,De 10 a 14 años,Total,1 de julio de 2019,4.038
Argelia,De 10 a 14 años,Total,1 de abril de 2019,
Argelia,De 10 a 14 años,Total,1 de enero de 2019,3.925
Argelia,De 10 a 14 años,Total,1 de octubre de 2018,
Argelia,De 10 a 14 años,Total,1 de julio de 2018,3.736
Argelia,De 10 a 14 años,Total,1 de abril de 2018,
Argelia,De 10 a 14 años,Total,1 de enero de 2018,3.663
Argelia,De 10 a 14 años,Total,1 de octubre de 2017,
Argelia,De 10 a 14 años,Total,1 de julio de 2017,3.533
Argelia,De 10 a 14 años,Total,1 de abril de 2017,
Argelia,De 10 a 14 años,Total,1 de enero de 2017,3.417
Argelia,De 10 a 14 años,Total,1 de octubre de 2016,
Argelia,De 10 a 14 años,Total,1 de julio de 2016,3.275
Argelia,De 10 a 14 años,Total,1 de abril de 2016,
Argelia,De 10 a 14 años,Total,1 de enero de 2016,3.211
Argelia,De 10 a 14 años,Total,1 de octubre de 2015,
Argelia,De 10 a 14 años,Total,1 de julio de 2015,3.144
Argelia,De 10 a 14 años,Total,1 de abril de 2015,
Argelia,De 10 a 14 años,Total,1 de enero de 2015,3.113
Argelia,De 10 a 14 años,Total,1 de octubre de 2014,
Argelia,De 10 a 14 años,Total,1 de julio de 2014,2.950
Argelia,De 10 a 14 años,Total,1 de abril de 2014,
Argelia,De 10 a 14 años,Total,1 de enero de 2014,2.879
Argelia,De 10 a 14 años,Total,1 de octubre de 2013,
Argelia,De 10 a 14 años,Total,1 de julio de 2013,2.751
Argelia,De 10 a 14 años,Total,1 de abril de 2013,
Argelia,De 10 a 14 años,Total,1 de enero de 2013,2.699
Argelia,De 10 a 14 años,Total,1 de octubre de 2012,
Argelia,De 10 a 14 años,Total,1 de julio de 2012,2.587
Argelia,De 10 a 14 años,Total,1 de abril de 2012,
Argelia,De 10 a 14 años,Total,1 de enero de 2012,2.515
Argelia,De 10 a 14 años,Total,1 de octubre de 2011,
Argelia,De 10 a 14 años,Total,1 de julio de 2011,2.375
Argelia,De 10 a 14 años,Total,1 de abril de 2011,
Argelia,De 10 a 14 años,Total,1 de enero de 2011,2.328
Argelia,De 10 a 14 años,Total,1 de octubre de 2010,
Argelia,De 10 a 14 años,Total,1 de julio de 2010,2.227
Argelia,De 10 a 14 años,Total,1 de abril de 2010,
Argelia,De 10 a 14 años,Total,1 de enero de 2010,2.216
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2023,2.348
Argelia,De 10 a 14 años,Hombres,1 de julio de 2023,2.245
Argelia,De 10 a 14 años,Hombres,1 de abril de 2023,2.256
Argelia,De 10 a 14 años,Hombres,1 de enero de 2023,2.286
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2022,2.314
Argelia,De 10 a 14 años,Hombres,1 de julio de 2022,2.218
Argelia,De 10 a 14 años,Hombres,1 de abril de 2022,2.219
Argelia,De 10 a 14 años,Hombres,1 de enero de 2022,2.245
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2021,2.202
Argelia,De 10 a 14 años,Hombres,1 de julio de 2021,2.172
Argelia,De 10 a 14 años,Hombres,1 de abril de 2021,2.198
Argelia,De 10 a 14 años,Hombres,1 de enero de 2021,2.240
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2020,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2020,2.273
Argelia,De 10 a 14 años,Hombres,1 de abril de 2020,
Argelia,De 10 a 14 años,Hombres,1 de enero de 2020,2.256
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2019,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2019,2.156
Argelia,De 10 a 14 años,Hombres,1 de abril de 2019,
Argelia,De 10 a 14 años,Hombres,1 de enero de 2019,2.078
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2018,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2018,1.975
Argelia,De 10 a 14 años,Hombres,1 de abril de 2018,
Argelia,De 10 a 14 años,Hombres,1 de enero de 2018,1.949
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2017,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2017,1.876
Argelia,De 10 a 14 años,Hombres,1 de abril de 2017,
Argelia,De 10 a 14 años,Hombres,1 de enero de 2017,1.793
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2016,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2016,1.693
Argelia,De 10 a 14 años,Hombres,1 de abril de 2016,
Argelia,De 10 a 14 años,Hombres,1 de enero de 2016,1.647
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2015,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2015,1.601
Argelia,De 10 a 14 años,Hombres,1 de abril de 2015,
Argelia,De 10 a 14 años,Hombres,1 de enero de 2015,1.565
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2014,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2014,1.483
Argelia,De 10 a 14 años,Hombres,1 de abril de 2014,
Argelia,De 10 a 14 años,Hombres,1 de enero de 2014,1.459
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2013,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2013,1.402
Argelia,De 10 a 14 años,Hombres,1 de abril de 2013,
Argelia,De 10 a 14 años,Hombres,1 de enero de 2013,1.394
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2012,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2012,1.340
Argelia,De 10 a 14 años,Hombres,1 de abril de 2012,
Argelia,De 10 a 14 años,Hombres,1 de enero de 2012,1.322
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2011,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2011,1.258
Argelia,De 10 a 14 años,Hombres,1 de abril de 2011,
Argelia,De 10 a 14 años,Hombres,1 de enero de 2011,1.234
Argelia,De 10 a 14 años,Hombres,1 de octubre de 2010,
Argelia,De 10 a 14 años,Hombres,1 de julio de 2010,1.164
Argelia,De 10 a 14 años,Hombres,1 de abril de 2010,
